prompt,image_path
MRI image of the bilateral bladder showing signs of mass.,images/mri_bladder_mass_4353.jpg
Angiogram image of the right spine showing signs of scar tissue.,images/angiogram_spine_scar tissue_4354.jpg
Angiogram image of the left spine showing signs of abnormal growth.,images/angiogram_spine_abnormal growth_4355.jpg
Angiogram image of the central liver showing signs of calcification.,images/angiogram_liver_calcification_4356.jpg
MRI image of the posterior lung showing signs of atrophy.,images/mri_lung_atrophy_4357.jpg
Mammogram image of the right brain showing signs of abnormal growth.,images/mammogram_brain_abnormal growth_4358.jpg
CT scan image of the upper brain showing signs of lesion.,images/ct_scan_brain_lesion_4359.jpg
Ultrasound image of the bilateral liver showing signs of lesion.,images/ultrasound_liver_lesion_4360.jpg
MRI image of the bilateral eye showing signs of degeneration.,images/mri_eye_degeneration_4361.jpg
MRI image of the anterior breast showing signs of lesion.,images/mri_breast_lesion_4362.jpg
Mammogram image of the upper heart showing signs of scar tissue.,images/mammogram_heart_scar tissue_4363.jpg
Angiogram image of the posterior bladder showing signs of degeneration.,images/angiogram_bladder_degeneration_4364.jpg
Endoscopy image of the central liver showing signs of fluid accumulation.,images/endoscopy_liver_fluid accumulation_4365.jpg
Endoscopy image of the posterior pancreas showing signs of cyst.,images/endoscopy_pancreas_cyst_4366.jpg
MRI image of the posterior lung showing signs of fracture.,images/mri_lung_fracture_4367.jpg
PET scan image of the central eye showing signs of infection.,images/pet_scan_eye_infection_4368.jpg
Mammogram image of the central eye showing signs of lesion.,images/mammogram_eye_lesion_4369.jpg
CT scan image of the anterior bladder showing signs of abnormal growth.,images/ct_scan_bladder_abnormal growth_4370.jpg
Mammogram image of the right knee showing signs of atrophy.,images/mammogram_knee_atrophy_4371.jpg
Ultrasound image of the right spine showing signs of calcification.,images/ultrasound_spine_calcification_4372.jpg
MRI image of the posterior abdomen showing signs of degeneration.,images/mri_abdomen_degeneration_4373.jpg
PET scan image of the lower spine showing signs of fracture.,images/pet_scan_spine_fracture_4374.jpg
Ultrasound image of the bilateral breast showing signs of inflammation.,images/ultrasound_breast_inflammation_4375.jpg
Ultrasound image of the central knee showing signs of mass.,images/ultrasound_knee_mass_4376.jpg
Ultrasound image of the anterior liver showing signs of lesion.,images/ultrasound_liver_lesion_4377.jpg
Ultrasound image of the central liver showing signs of fracture.,images/ultrasound_liver_fracture_4378.jpg
X-ray image of the upper heart showing signs of abnormal growth.,images/x-ray_heart_abnormal growth_4379.jpg
X-ray image of the bilateral abdomen showing signs of degeneration.,images/x-ray_abdomen_degeneration_4380.jpg
PET scan image of the no specific lung showing signs of hernia.,images/pet_scan_lung_hernia_4381.jpg
X-ray image of the upper pancreas showing signs of hernia.,images/x-ray_pancreas_hernia_4382.jpg
Mammogram image of the no specific heart showing signs of infection.,images/mammogram_heart_infection_4383.jpg
Mammogram image of the bilateral spine showing signs of swelling.,images/mammogram_spine_swelling_4384.jpg
Angiogram image of the posterior breast showing signs of mass.,images/angiogram_breast_mass_4385.jpg
MRI image of the no specific pancreas showing signs of blockage.,images/mri_pancreas_blockage_4386.jpg
PET scan image of the left lung showing signs of degeneration.,images/pet_scan_lung_degeneration_4387.jpg
MRI image of the bilateral thyroid showing signs of fracture.,images/mri_thyroid_fracture_4388.jpg
Mammogram image of the posterior pancreas showing signs of inflammation.,images/mammogram_pancreas_inflammation_4389.jpg
CT scan image of the central eye showing signs of swelling.,images/ct_scan_eye_swelling_4390.jpg
X-ray image of the central pancreas showing signs of tumor.,images/x-ray_pancreas_tumor_4391.jpg
Ultrasound image of the anterior brain showing signs of fracture.,images/ultrasound_brain_fracture_4392.jpg
MRI image of the anterior brain showing signs of scar tissue.,images/mri_brain_scar tissue_4393.jpg
CT scan image of the right abdomen showing signs of fluid accumulation.,images/ct_scan_abdomen_fluid accumulation_4394.jpg
MRI image of the left knee showing signs of atrophy.,images/mri_knee_atrophy_4395.jpg
Ultrasound image of the left abdomen showing signs of fluid accumulation.,images/ultrasound_abdomen_fluid accumulation_4396.jpg
Ultrasound image of the no specific abdomen showing signs of swelling.,images/ultrasound_abdomen_swelling_4397.jpg
Ultrasound image of the anterior abdomen showing signs of blockage.,images/ultrasound_abdomen_blockage_4398.jpg
X-ray image of the anterior liver showing signs of lesion.,images/x-ray_liver_lesion_4399.jpg
PET scan image of the anterior abdomen showing signs of abnormal growth.,images/pet_scan_abdomen_abnormal growth_4400.jpg
Ultrasound image of the left liver showing signs of calcification.,images/ultrasound_liver_calcification_4401.jpg
Angiogram image of the upper brain showing signs of calcification.,images/angiogram_brain_calcification_4402.jpg
PET scan image of the posterior liver showing signs of tumor.,images/pet_scan_liver_tumor_4403.jpg
Endoscopy image of the posterior eye showing signs of lesion.,images/endoscopy_eye_lesion_4404.jpg
Mammogram image of the posterior pancreas showing signs of swelling.,images/mammogram_pancreas_swelling_4405.jpg
PET scan image of the left thyroid showing signs of fracture.,images/pet_scan_thyroid_fracture_4406.jpg
Ultrasound image of the bilateral abdomen showing signs of mass.,images/ultrasound_abdomen_mass_4407.jpg
PET scan image of the posterior pancreas showing signs of scar tissue.,images/pet_scan_pancreas_scar tissue_4408.jpg
Mammogram image of the right spine showing signs of calcification.,images/mammogram_spine_calcification_4409.jpg
X-ray image of the anterior pancreas showing signs of cyst.,images/x-ray_pancreas_cyst_4410.jpg
MRI image of the bilateral knee showing signs of hernia.,images/mri_knee_hernia_4411.jpg
PET scan image of the right eye showing signs of degeneration.,images/pet_scan_eye_degeneration_4412.jpg
X-ray image of the left breast showing signs of scar tissue.,images/x-ray_breast_scar tissue_4413.jpg
Mammogram image of the upper breast showing signs of blockage.,images/mammogram_breast_blockage_4414.jpg
Mammogram image of the lower lung showing signs of hernia.,images/mammogram_lung_hernia_4415.jpg
Ultrasound image of the no specific breast showing signs of tumor.,images/ultrasound_breast_tumor_4416.jpg
Angiogram image of the right eye showing signs of infection.,images/angiogram_eye_infection_4417.jpg
Angiogram image of the right pancreas showing signs of atrophy.,images/angiogram_pancreas_atrophy_4418.jpg
Ultrasound image of the left abdomen showing signs of tumor.,images/ultrasound_abdomen_tumor_4419.jpg
CT scan image of the upper breast showing signs of cyst.,images/ct_scan_breast_cyst_4420.jpg
PET scan image of the central pancreas showing signs of cyst.,images/pet_scan_pancreas_cyst_4421.jpg
Angiogram image of the no specific spine showing signs of scar tissue.,images/angiogram_spine_scar tissue_4422.jpg
Endoscopy image of the lower brain showing signs of cyst.,images/endoscopy_brain_cyst_4423.jpg
CT scan image of the lower pancreas showing signs of inflammation.,images/ct_scan_pancreas_inflammation_4424.jpg
Mammogram image of the lower abdomen showing signs of cyst.,images/mammogram_abdomen_cyst_4425.jpg
Ultrasound image of the no specific lung showing signs of scar tissue.,images/ultrasound_lung_scar tissue_4426.jpg
MRI image of the upper breast showing signs of mass.,images/mri_breast_mass_4427.jpg
MRI image of the no specific brain showing signs of swelling.,images/mri_brain_swelling_4428.jpg
CT scan image of the no specific knee showing signs of degeneration.,images/ct_scan_knee_degeneration_4429.jpg
Mammogram image of the central pancreas showing signs of infection.,images/mammogram_pancreas_infection_4430.jpg
CT scan image of the upper bladder showing signs of abnormal growth.,images/ct_scan_bladder_abnormal growth_4431.jpg
X-ray image of the posterior pancreas showing signs of swelling.,images/x-ray_pancreas_swelling_4432.jpg
MRI image of the lower lung showing signs of atrophy.,images/mri_lung_atrophy_4433.jpg
PET scan image of the central spine showing signs of abnormal growth.,images/pet_scan_spine_abnormal growth_4434.jpg
CT scan image of the posterior breast showing signs of fluid accumulation.,images/ct_scan_breast_fluid accumulation_4435.jpg
MRI image of the anterior bladder showing signs of blockage.,images/mri_bladder_blockage_4436.jpg
CT scan image of the right pancreas showing signs of inflammation.,images/ct_scan_pancreas_inflammation_4437.jpg
Ultrasound image of the no specific heart showing signs of swelling.,images/ultrasound_heart_swelling_4438.jpg
MRI image of the right spine showing signs of degeneration.,images/mri_spine_degeneration_4439.jpg
X-ray image of the lower heart showing signs of scar tissue.,images/x-ray_heart_scar tissue_4440.jpg
Angiogram image of the central heart showing signs of calcification.,images/angiogram_heart_calcification_4441.jpg
Angiogram image of the anterior liver showing signs of degeneration.,images/angiogram_liver_degeneration_4442.jpg
CT scan image of the no specific lung showing signs of scar tissue.,images/ct_scan_lung_scar tissue_4443.jpg
PET scan image of the anterior eye showing signs of hernia.,images/pet_scan_eye_hernia_4444.jpg
MRI image of the bilateral bladder showing signs of cyst.,images/mri_bladder_cyst_4445.jpg
Mammogram image of the anterior heart showing signs of cyst.,images/mammogram_heart_cyst_4446.jpg
PET scan image of the lower thyroid showing signs of inflammation.,images/pet_scan_thyroid_inflammation_4447.jpg
Ultrasound image of the no specific thyroid showing signs of degeneration.,images/ultrasound_thyroid_degeneration_4448.jpg
CT scan image of the no specific heart showing signs of atrophy.,images/ct_scan_heart_atrophy_4449.jpg
Ultrasound image of the right breast showing signs of lesion.,images/ultrasound_breast_lesion_4450.jpg
Mammogram image of the bilateral breast showing signs of lesion.,images/mammogram_breast_lesion_4451.jpg
PET scan image of the no specific thyroid showing signs of mass.,images/pet_scan_thyroid_mass_4452.jpg
Ultrasound image of the right liver showing signs of degeneration.,images/ultrasound_liver_degeneration_4453.jpg
Angiogram image of the lower knee showing signs of calcification.,images/angiogram_knee_calcification_4454.jpg
MRI image of the upper liver showing signs of atrophy.,images/mri_liver_atrophy_4455.jpg
Mammogram image of the right thyroid showing signs of cyst.,images/mammogram_thyroid_cyst_4456.jpg
Endoscopy image of the central knee showing signs of tumor.,images/endoscopy_knee_tumor_4457.jpg
Angiogram image of the anterior abdomen showing signs of infection.,images/angiogram_abdomen_infection_4458.jpg
Endoscopy image of the bilateral pancreas showing signs of calcification.,images/endoscopy_pancreas_calcification_4459.jpg
MRI image of the posterior knee showing signs of scar tissue.,images/mri_knee_scar tissue_4460.jpg
PET scan image of the anterior spine showing signs of scar tissue.,images/pet_scan_spine_scar tissue_4461.jpg
X-ray image of the left lung showing signs of inflammation.,images/x-ray_lung_inflammation_4462.jpg
Angiogram image of the posterior bladder showing signs of degeneration.,images/angiogram_bladder_degeneration_4463.jpg
PET scan image of the left thyroid showing signs of blockage.,images/pet_scan_thyroid_blockage_4464.jpg
CT scan image of the upper liver showing signs of inflammation.,images/ct_scan_liver_inflammation_4465.jpg
Angiogram image of the posterior lung showing signs of tumor.,images/angiogram_lung_tumor_4466.jpg
Endoscopy image of the right abdomen showing signs of swelling.,images/endoscopy_abdomen_swelling_4467.jpg
